time,FOL_X,FOL_Y,FOL_Z,FOR_X,FOR_Y,FOR_Z,FVL_X,FVL_Y,FVL_Z,FVR_X,FVR_Y,FVR_Z,EOL,EOR,PPLX,PPLY,PPRX,PPRY,AOIName,PCL_X,PCL_Y,PCL_Z,PCR_X,PCR_Y,PCR_Z
262.371521,-3.747459,2.666136,1.026540,-4.022627,-3.055312,1.017117,0.944412,0.278610,-0.174454,0.954147,0.239624,-0.179382,0.932121,0.908614,0.565011,0.342864,0.126800,0.295630,NULL,7.521762,48.300945,81.485252,1.860833,9.837309,-18.882948
262.393738,-3.747742,2.663913,1.028990,-4.022663,-3.056220,1.018837,0.940414,0.288483,-0.179932,0.958191,0.237396,-0.159653,0.925210,0.897001,0.569909,0.343533,0.126897,0.302880,NULL,7.500450,48.300644,81.497810,1.786198,9.951818,-18.881910
262.415955,-3.746465,2.664295,1.030905,-4.023931,-3.056761,1.021576,0.944305,0.279251,-0.174011,0.957428,0.251953,-0.140778,0.921194,0.897208,0.567052,0.346948,0.131485,0.310262,NULL,7.480676,48.307137,81.501694,1.793635,9.986098,-18.797508
262.438171,-3.743829,2.664159,1.032570,-4.023383,-3.060257,1.026985,0.948151,0.244614,-0.202896,0.954956,0.244644,-0.167862,0.940108,0.911037,0.556290,0.339239,0.131999,0.306477,NULL,7.462607,48.308666,81.513741,1.807630,10.004601,-18.720793
262.460388,-3.745239,2.664212,1.033690,-4.023807,-3.060114,1.029976,0.932449,0.297241,-0.205338,0.957291,0.250992,-0.143417,0.939104,0.902222,0.571987,0.339239,0.133764,0.315916,NULL,7.440337,48.302151,81.517235,1.875261,10.028670,-18.651661
262.482605,-3.746607,2.664185,1.035129,-4.026433,-3.061455,1.033064,0.935486,0.294373,-0.195419,0.949615,0.284134,-0.132187,0.959502,0.898010,0.571500,0.343223,0.144197,0.320691,NULL,7.423504,48.302200,81.514114,1.934740,10.075471,-18.563152
262.504822,-3.746648,2.658922,1.037802,-4.026416,-3.063425,1.035907,0.926422,0.290100,-0.239899,0.954361,0.277740,-0.109695,0.953423,0.907108,0.573937,0.331903,0.143951,0.329705,NULL,7.402483,48.299034,81.515976,1.886497,10.120653,-18.522587
262.527039,-3.744084,2.663074,1.042938,-4.025330,-3.065395,1.038519,0.932236,0.291962,-0.213699,0.955368,0.267975,-0.124252,0.955083,0.914919,0.571839,0.344300,0.142625,0.327686,NULL,7.384869,48.271065,81.520416,1.777094,10.134286,-18.508547
262.549255,-3.742484,2.674207,1.033580,-4.020180,-3.045162,1.028665,0.946686,0.260696,-0.189255,0.957779,0.244888,-0.150543,0.935175,0.910543,0.553032,0.344130,0.120821,0.313323,NULL,7.366765,48.251488,81.515282,1.714932,10.080115,-18.482950
262.571472,-3.737535,2.711160,1.008299,-4.012711,-3.002802,0.999118,0.966232,0.170227,-0.193405,0.970764,0.133209,-0.199631,0.924128,0.901893,0.495227,0.321297,0.057764,0.278860,NULL,7.339670,48.230404,81.515465,1.700265,10.059754,-18.436262
﻿262.593689,-3.737807,2.711731,1.004665,-4.014954,-3.003438,0.994688,0.963959,0.182938,-0.193085,0.968155,0.147919,-0.201904,0.926888,0.875417,0.498179,0.318279,0.062366,0.274337,NULL,7.327858,48.216469,81.525139,1.664430,10.070991,-18.414942
262.615906,-3.737350,2.715617,1.008240,-4.014931,-3.008090,0.997165,0.961319,0.181824,-0.206863,0.969727,0.149750,-0.192795,0.919347,0.862690,0.494754,0.317175,0.066321,0.278860,NULL,7.294226,48.188343,81.541550,1.607442,10.091399,-18.386803
262.638123,-3.737595,2.714058,1.009596,-4.014981,-3.011246,0.997900,0.960617,0.192520,-0.200363,0.968933,0.144608,-0.200577,0.927394,0.865813,0.499185,0.320076,0.067237,0.277185,NULL,7.278237,48.161201,81.550163,1.492898,10.154947,-18.389139
262.660339,-3.737335,2.712494,1.010764,-4.016237,-3.013529,0.998837,0.959366,0.188446,-0.209991,0.966431,0.161621,-0.199661,0.913442,0.856153,0.499204,0.318153,0.073699,0.277751,NULL,7.271786,48.155334,81.551369,1.380514,10.216474,-18.383652
262.682556,-3.737193,2.710162,1.012048,-4.016520,-3.018401,1.000691,0.961349,0.192307,-0.197006,0.965469,0.153305,-0.210556,0.907757,0.838478,0.502409,0.323083,0.074978,0.275939,NULL,7.266891,48.124752,81.555664,1.301443,10.258185,-18.354118
262.704773,-3.744106,2.684667,1.008496,-4.018802,-3.035285,1.003499,0.954376,0.223511,-0.197983,0.962204,0.182999,-0.201599,0.901012,0.845817,0.531862,0.320114,0.095825,0.279876,NULL,7.259938,48.103279,81.557755,1.233059,10.292070,-18.281109
262.726990,-3.749599,2.657770,1.009325,-4.026879,-3.058530,1.007001,0.942551,0.272049,-0.193802,0.949371,0.248718,-0.191864,0.837495,0.852652,0.568468,0.322263,0.131671,0.283115,NULL,7.258645,48.087677,81.557396,1.121221,10.332136,-18.177946
262.749207,-3.750644,2.659337,1.007195,-4.028348,-3.060834,1.004990,0.935913,0.286774,-0.204468,0.947418,0.255478,-0.192642,0.824799,0.859527,0.571242,0.317074,0.135296,0.281035,NULL,7.265494,48.078335,81.561890,0.974351,10.372932,-18.006729
262.771423,-3.749243,2.658891,1.006902,-4.028395,-3.061760,1.004865,0.940323,0.265488,-0.212814,0.948013,0.250549,-0.196167,0.851265,0.866628,0.565075,0.314491,0.134585,0.279911,NULL,7.276506,48.091526,81.564430,0.763311,10.442492,-17.750587
262.793640,-3.748663,2.658251,1.008728,-4.028502,-3.063219,1.007404,0.940933,0.264008,-0.211975,0.944794,0.256897,-0.203384,0.863899,0.866444,0.565283,0.316425,0.137465,0.279509,NULL,7.280700,48.079178,81.561340,0.570469,10.404208,-17.487051
262.815857,-3.748307,2.655989,1.010610,-4.028287,-3.064847,1.009605,0.940079,0.264694,-0.214844,0.947891,0.253738,-0.192566,0.881416,0.868026,0.567425,0.317397,0.137823,0.284559,NULL,7.285047,48.086990,81.543098,0.397396,10.342771,-17.175653
262.838074,-3.748064,2.655332,1.011104,-4.027790,-3.067365,1.010736,0.938721,0.267838,-0.216904,0.948746,0.246918,-0.197250,0.879768,0.848122,0.568892,0.317131,0.137761,0.284203,NULL,7.289572,48.088417,81.545387,0.180577,10.293525,-16.858437
262.860291,-3.747832,2.655332,1.011600,-4.027790,-3.066814,1.010736,0.939545,0.272430,-0.207428,0.951431,0.245026,-0.186325,0.877446,0.836648,0.570457,0.320419,0.136842,0.287542,NULL,7.283756,48.097176,81.540985,-0.049648,10.283348,-16.460079
262.882507,-3.745615,2.656149,1.014053,-4.026819,-3.065877,1.013446,0.942291,0.260376,-0.210388,0.949951,0.247299,-0.190826,0.890155,0.858252,0.566244,0.321552,0.136779,0.288325,NULL,7.279891,48.111797,81.544662,-0.286242,10.270343,-16.023785
262.904724,-3.746102,2.656093,1.014796,-4.026742,-3.065715,1.013945,0.940720,0.266678,-0.209503,0.950546,0.245300,-0.190475,0.867906,0.850424,0.568242,0.322446,0.136099,0.288859,NULL,7.271363,48.116032,81.551750,-0.563774,10.268117,-15.571046
262.926941,-3.746039,2.656082,1.014899,-4.026740,-3.065770,1.013864,0.939926,0.269211,-0.209869,0.950623,0.245178,-0.190247,0.870585,0.865055,0.569000,0.322446,0.136099,0.288859,NULL,7.264674,48.138073,81.549202,-0.905590,10.292514,-15.125276
262.949158,-3.745926,2.655876,1.015196,-4.026670,-3.065904,1.014029,0.941254,0.265259,-0.208969,0.951813,0.244385,-0.185226,0.888076,0.851273,0.568030,0.322967,0.135985,0.290511,NULL,7.256019,48.162731,81.541725,-1.238706,10.311892,-14.637591
262.971375,-3.745700,2.656082,1.015891,-4.026647,-3.065715,1.014111,0.941284,0.264984,-0.209152,0.951172,0.243881,-0.189133,0.878060,0.867045,0.567818,0.323479,0.135696,0.289384,NULL,7.247456,48.208328,81.547295,-1.519466,10.332355,-14.039821
262.993591,-3.745528,2.656093,1.016246,-4.026639,-3.065595,1.014111,0.941040,0.265015,-0.210205,0.951431,0.242874,-0.189133,0.893592,0.881263,0.567818,0.323479,0.135321,0.289384,NULL,7.233139,48.272308,81.547424,-1.771433,10.321077,-13.400680
263.015808,-3.742861,2.660643,1.017215,-4.023912,-3.060472,1.012662,0.937393,0.245728,-0.246796,0.956955,0.219147,-0.190262,0.895429,0.886824,0.557731,0.312686,0.124775,0.288810,NULL,7.218802,48.337738,81.552315,-1.995864,10.309917,-12.699381
263.038025,-3.742594,2.669939,1.020531,-4.019501,-3.056969,1.013748,0.946503,0.269226,-0.177841,0.964783,0.170685,-0.200073,0.914701,0.889741,0.558404,0.336733,0.108371,0.287882,NULL,7.214705,48.416458,81.556007,-2.208172,10.234355,-11.946724
263.060242,-3.740825,2.668376,1.022344,-4.022647,-3.053673,1.015405,0.948853,0.250107,-0.192612,0.959732,0.221634,-0.172516,0.930065,0.908728,0.553830,0.334124,0.120451,0.296358,NULL,7.210024,48.509041,81.549339,-2.452106,10.118446,-11.182754
263.082458,-3.741701,2.670403,1.021263,-4.021150,-3.051556,1.015671,0.953003,0.244568,-0.178741,0.965485,0.203445,-0.162521,0.939449,0.904981,0.550745,0.336909,0.113724,0.299972,NULL,7.202974,48.586647,81.557953,-2.684689,10.066435,-10.481341
263.104675,-3.739386,2.672882,1.022438,-4.019302,-3.047650,1.015616,0.955231,0.232559,-0.182846,0.966339,0.187103,-0.176529,0.896210,0.918081,0.545114,0.336961,0.106142,0.296183,NULL,7.179649,48.680340,81.558334,-2.868530,10.076550,-9.789563
263.126892,-3.740897,2.674040,1.024129,-4.019112,-3.045609,1.016550,0.935257,0.278305,-0.218643,0.965622,0.194443,-0.172485,0.942126,0.907573,0.557244,0.326530,0.106745,0.298126,NULL,7.169425,48.800064,81.560013,-2.998743,10.101952,-9.067755
263.149109,-3.740178,2.679233,1.025084,-4.017333,-3.042118,1.019321,0.931335,0.284836,-0.226822,0.966202,0.185501,-0.178970,0.924241,0.914021,0.554812,0.324658,0.101630,0.298716,NULL,7.140785,48.905800,81.579353,-3.051480,10.139996,-8.351945
263.171326,-3.737331,2.682826,1.025966,-4.017218,-3.039774,1.019342,0.959229,0.239304,-0.150284,0.966141,0.186981,-0.177734,0.953166,0.919719,0.539733,0.349627,0.100303,0.299063,NULL,7.126535,49.018295,81.593674,-3.133393,10.168887,-7.732654
263.193542,-3.737105,2.683696,1.026147,-4.015895,-3.038425,1.019446,0.960419,0.234238,-0.150696,0.970673,0.173111,-0.166733,0.918846,0.908147,0.537535,0.349627,0.095422,0.302934,NULL,7.113670,49.108715,81.613342,-3.201217,10.228890,-7.196289
263.215759,-3.736863,2.684560,1.026274,-4.015392,-3.037344,1.019725,0.961380,0.222214,-0.162354,0.972015,0.168610,-0.163498,0.908140,0.921234,0.533111,0.345737,0.093351,0.304249,NULL,7.094954,49.192093,81.626953,-3.115115,10.281087,-6.695653
263.237976,-3.736458,2.685083,1.026285,-4.015189,-3.036721,1.020108,0.965088,0.214813,-0.149841,0.969147,0.171509,-0.176971,0.930703,0.918244,0.530749,0.349627,0.093690,0.300499,NULL,7.074000,49.283047,81.636459,-3.035470,10.337381,-6.263831
263.260193,-3.736159,2.685887,1.026308,-4.015166,-3.036354,1.020339,0.965744,0.211838,-0.149841,0.969208,0.172470,-0.175659,0.901208,0.898584,0.529223,0.349627,0.093690,0.301034,NULL,7.063866,49.362328,81.646843,-2.938798,10.368623,-5.862302
263.282410,-3.736937,2.689124,1.023799,-4.016040,-3.030408,1.015540,0.959579,0.233627,-0.156876,0.969482,0.176910,-0.169693,0.942002,0.917658,0.532646,0.345393,0.090546,0.299049,NULL,7.064741,49.443768,81.646942,-2.889550,10.393512,-5.561647
263.304626,-3.740074,2.699203,0.990660,-4.020824,-3.011595,0.981961,0.949600,0.194885,-0.245499,0.955063,0.165741,-0.245682,0.945580,0.893248,0.510205,0.291593,0.073230,0.250073,NULL,7.066023,49.498753,81.652390,-2.819752,10.496497,-5.313646
263.326843,-3.741158,2.699414,0.984076,-4.021898,-3.014053,0.974078,0.947693,0.182068,-0.262131,0.949020,0.154312,-0.274841,0.863306,0.865434,0.505928,0.280964,0.071763,0.235213,NULL,7.087439,49.554264,81.653870,-2.674259,10.511449,-5.132967
263.349060,-3.740030,2.699933,0.984958,-4.022760,-3.017342,0.974768,0.951523,0.170853,-0.255722,0.956970,0.162079,-0.240677,0.838427,0.858702,0.502449,0.283585,0.076401,0.245778,NULL,7.097670,49.582642,81.645645,-2.581477,10.429589,-5.012426
263.371277,-3.739872,2.699535,0.985581,-4.022962,-3.017970,0.977759,0.953079,0.170792,-0.249893,0.950897,0.185242,-0.247925,0.848638,0.861775,0.502843,0.285825,0.083426,0.245582,NULL,7.112654,49.628540,81.623726,-2.451550,10.293791,-4.919673
263.393494,-3.739607,2.699535,0.986186,-4.022420,-3.020322,0.980330,0.952484,0.176010,-0.248566,0.953949,0.177109,-0.242035,0.834043,0.855254,0.504355,0.286783,0.082875,0.249446,NULL,7.126015,49.646259,81.597809,-2.346595,10.140399,-4.844752
263.415710,-3.739110,2.699378,0.987491,-4.022480,-3.022083,0.982523,0.951111,0.179459,-0.251328,0.952667,0.185471,-0.240814,0.815758,0.853735,0.505473,0.287053,0.086530,0.251255,NULL,7.144915,49.667297,81.573364,-2.247804,10.018774,-4.826498
263.437927,-3.738858,2.699278,0.988757,-4.022301,-3.026215,0.983987,0.951691,0.180389,-0.248428,0.953354,0.187103,-0.236832,0.804914,0.845575,0.505900,0.289018,0.090069,0.253630,NULL,7.158297,49.662525,81.559654,-2.166417,9.942617,-4.862193
263.460144,-3.738762,2.698911,0.989992,-4.023981,-3.030405,0.984235,0.950729,0.184067,-0.249405,0.951843,0.183121,-0.245834,0.827275,0.849038,0.507279,0.289727,0.092071,0.250941,NULL,7.176590,49.675301,81.534065,-2.064289,9.844344,-4.911789
263.482361,-3.738379,2.696286,0.991126,-4.021474,-3.034635,0.988556,0.949020,0.192703,-0.249374,0.958038,0.169983,-0.230759,0.799724,0.842088,0.511861,0.290964,0.091541,0.259393,NULL,7.195301,49.660236,81.509758,-1.951168,9.724543,-4.949164
263.504578,-3.740071,2.687503,0.995932,-4.022496,-3.037668,0.990265,0.947464,0.212860,-0.238693,0.956528,0.183563,-0.226593,0.812768,0.843762,0.525089,0.298088,0.097615,0.261527,NULL,7.209176,49.633762,81.486435,-1.841709,9.629541,-5.002146
263.526794,-3.741194,2.685744,0.996019,-4.022206,-3.038144,0.990901,0.946014,0.233704,-0.224533,0.955109,0.182327,-0.233490,0.793309,0.857065,0.532768,0.302085,0.097615,0.259998,NULL,7.229529,49.610661,81.468170,-1.791559,9.539895,-5.065711
263.549011,-3.741130,2.684122,0.996109,-4.022180,-3.039919,0.991847,0.944962,0.232376,-0.230286,0.955887,0.183304,-0.229477,0.781336,0.844792,0.533601,0.300636,0.099211,0.261910,NULL,7.246924,49.576622,81.458389,-1.756298,9.452367,-5.118855
263.571228,-3.737650,2.668489,1.002563,-4.023944,-3.046427,0.993034,0.948364,0.206055,-0.241074,0.952438,0.194092,-0.234909,0.780676,0.861316,0.538763,0.304157,0.107105,0.260776,NULL,7.251268,49.531487,81.447327,-1.798957,9.368683,-5.183393
263.593445,-3.737941,2.667200,1.003185,-4.024397,-3.047760,0.993738,0.946640,0.213089,-0.241745,0.951477,0.202637,-0.231506,0.779495,0.836310,0.541874,0.304156,0.110499,0.262084,NULL,7.270084,49.503246,81.432243,-1.863127,9.325312,-5.267308
263.615662,-3.739000,2.665796,1.001607,-4.024781,-3.050826,0.994806,0.950089,0.207474,-0.232956,0.951767,0.210083,-0.223587,0.769542,0.833283,0.541464,0.305673,0.114900,0.265149,NULL,7.278020,49.464394,81.425346,-1.907287,9.291427,-5.336039
263.637878,-3.742438,2.667172,0.997438,-4.025362,-3.053456,0.996056,0.946045,0.237701,-0.220139,0.951385,0.212250,-0.223160,0.773431,0.835357,0.549192,0.305284,0.117489,0.266162,NULL,7.290678,49.427597,81.415993,-1.892387,9.250951,-5.386391
263.660095,-3.742658,2.666586,0.997960,-4.025371,-3.054497,0.996545,0.944122,0.245026,-0.220367,0.952377,0.214935,-0.216217,0.768284,0.832392,0.551846,0.305683,0.119036,0.268616,NULL,7.301691,49.394234,81.411530,-1.897616,9.203646,-5.428173
263.682312,-3.743491,2.658760,1.001125,-4.028049,-3.061211,0.998288,0.944595,0.260788,-0.199234,0.949295,0.236343,-0.207291,0.780551,0.827647,0.563485,0.315163,0.130115,0.271883,NULL,7.316502,49.362331,81.400917,-1.908139,9.147043,-5.463911
263.704529,-3.749611,2.634233,1.014952,-4.032216,-3.080873,1.009911,0.931473,0.315109,-0.181793,0.945114,0.262009,-0.195129,0.785223,0.835351,0.601933,0.332207,0.152138,0.283233,NULL,7.321570,49.334244,81.394989,-1.907332,9.101117,-5.509815
﻿263.726746,-3.750655,2.633646,1.013885,-4.035550,-3.085266,1.009763,0.925186,0.324890,-0.196136,0.944031,0.288925,-0.159058,0.763751,0.841595,0.605070,0.326915,0.163161,0.292965,NULL,7.325308,49.309120,81.395996,-1.880517,9.050827,-5.560642
263.748962,-3.751584,2.630101,1.015335,-4.034526,-3.087528,1.012103,0.924484,0.330109,-0.190628,0.943665,0.290527,-0.158295,0.805476,0.852264,0.609979,0.329878,0.165320,0.295048,NULL,7.331959,49.284664,81.387207,-1.877807,8.994034,-5.562799
263.771179,-3.751389,2.628172,1.016428,-4.036389,-3.093953,1.013257,0.920456,0.318710,-0.226196,0.943542,0.296036,-0.148544,0.814407,0.853462,0.607474,0.318826,0.171746,0.298597,NULL,7.337718,49.277962,81.380135,-1.906039,8.947793,-5.580541
263.793396,-3.753644,2.624640,1.016864,-4.037610,-3.096344,1.011513,0.915970,0.341324,-0.210861,0.945602,0.290085,-0.147186,0.819514,0.865199,0.617937,0.323891,0.171847,0.297612,NULL,7.348247,49.257305,81.380257,-1.933457,8.918150,-5.616822
263.815613,-3.753383,2.619763,1.013936,-4.038603,-3.097061,1.012180,0.931778,0.321609,-0.168320,0.940765,0.301498,-0.155075,0.837562,0.854037,0.616688,0.335565,0.175625,0.295277,NULL,7.365343,49.253204,81.380753,-1.928363,8.942459,-5.651088
263.837830,-3.752738,2.617478,1.015720,-4.039295,-3.098671,1.014828,0.929626,0.314835,-0.191452,0.940567,0.305115,-0.149048,0.839939,0.865435,0.616126,0.330007,0.177912,0.298885,NULL,7.370466,49.250782,81.376747,-1.810920,8.908226,-5.605493
263.860046,-3.754732,2.616072,1.016867,-4.039000,-3.100269,1.015375,0.929184,0.336456,-0.152969,0.942535,0.297440,-0.152069,0.888980,0.871930,0.625209,0.342900,0.176909,0.298610,NULL,7.386945,49.262760,81.358490,-1.707382,8.790938,-5.525688
263.882263,-3.753070,2.613198,1.017314,-4.039816,-3.100926,1.016196,0.936554,0.310684,-0.162262,0.938675,0.311676,-0.147446,0.875562,0.873760,0.619375,0.340696,0.181500,0.300199,NULL,7.401819,49.276344,81.347763,-1.616443,8.660836,-5.429148
263.904480,-3.751100,2.612274,1.020763,-4.041002,-3.100791,1.021343,0.938354,0.301025,-0.169846,0.935364,0.323257,-0.143478,0.862906,0.877632,0.617191,0.341250,0.184789,0.304830,NULL,7.415462,49.306450,81.339401,-1.463531,8.543173,-5.267527
263.926697,-3.751015,2.612669,1.023645,-4.039536,-3.100777,1.024297,0.928635,0.312881,-0.199326,0.938843,0.311981,-0.145706,0.885697,0.884930,0.620075,0.334448,0.181550,0.306933,NULL,7.433908,49.366680,81.317261,-1.314565,8.394562,-5.063934
263.948914,-3.750337,2.612671,1.025273,-4.038695,-3.100579,1.027107,0.936630,0.307022,-0.168594,0.940765,0.311844,-0.132965,0.904669,0.879481,0.619109,0.345628,0.181423,0.313090,NULL,7.446512,49.411129,81.289139,-1.179518,8.284712,-4.861411
263.971130,-3.750316,2.612917,1.025954,-4.037820,-3.100676,1.027469,0.935883,0.312531,-0.162567,0.940887,0.311737,-0.132446,0.887504,0.882768,0.620834,0.348111,0.181461,0.313671,NULL,7.468472,49.471989,81.277580,-1.066837,8.208910,-4.682560
263.993347,-3.750786,2.613959,1.028331,-4.037791,-3.100591,1.027852,0.936005,0.322830,-0.140152,0.941025,0.311935,-0.130997,0.891496,0.897209,0.624206,0.355804,0.181461,0.314397,NULL,7.493764,49.531612,81.259308,-0.953784,8.159411,-4.431867
264.015564,-3.748853,2.614676,1.029001,-4.037628,-3.100522,1.028566,0.943924,0.302292,-0.132645,0.941132,0.311951,-0.130112,0.897701,0.889926,0.617142,0.359918,0.181423,0.315227,NULL,7.516617,49.606300,81.238281,-0.799185,8.117870,-4.184996
264.037781,-3.749149,2.619592,1.030055,-4.037563,-3.100356,1.029114,0.939560,0.314667,-0.134888,0.942169,0.310898,-0.125031,0.897688,0.911233,0.616799,0.359757,0.181018,0.317199,NULL,7.538494,49.681248,81.229401,-0.643465,8.080031,-3.965722
264.059998,-3.758426,2.617574,1.033522,-4.037231,-3.098410,1.031029,0.906052,0.421936,-0.032211,0.945389,0.307419,-0.108200,0.918620,0.907123,0.658576,0.392701,0.178637,0.323877,NULL,7.563829,49.754333,81.214134,-0.477883,8.004708,-3.699523
264.082214,-3.742096,2.654729,1.009204,-4.027988,-3.056679,1.004813,0.935104,0.286575,-0.208420,0.951340,0.256149,-0.171204,0.911570,0.903180,0.574857,0.318886,0.132415,0.287144,NULL,7.594435,49.826054,81.202164,-0.313900,7.900172,-3.396208
264.104431,-3.739224,2.678957,0.987515,-4.025307,-3.029706,0.976265,0.938492,0.214523,-0.270554,0.950027,0.202072,-0.237854,0.862944,0.882460,0.531631,0.281698,0.096867,0.246790,NULL,7.612874,49.911755,81.177795,-0.150424,7.761430,-3.121682
264.126648,-3.739157,2.680968,0.986612,-4.024591,-3.030678,0.975247,0.933823,0.222488,-0.280121,0.947830,0.190109,-0.255829,0.808984,0.878071,0.532136,0.278036,0.094200,0.240937,NULL,7.627962,49.995888,81.152534,-0.035793,7.602007,-2.873702
264.148865,-3.736412,2.684525,0.988687,-4.024184,-3.032218,0.978653,0.938187,0.194443,-0.286301,0.950836,0.187180,-0.246689,0.826142,0.868314,0.521142,0.278320,0.094537,0.246383,NULL,7.647404,50.062473,81.132141,0.086949,7.462630,-2.706683
264.171082,-3.735838,2.685121,0.989519,-4.023435,-3.031423,0.980865,0.939880,0.198486,-0.277893,0.951279,0.187241,-0.244934,0.812158,0.858884,0.521924,0.281912,0.093973,0.248726,NULL,7.654891,50.112125,81.113541,0.220873,7.363544,-2.536844
264.193298,-3.735590,2.685631,0.989835,-4.023578,-3.030602,0.982646,0.941498,0.196716,-0.273590,0.950378,0.195923,-0.241592,0.805465,0.847338,0.521077,0.283469,0.095821,0.250911,NULL,7.660380,50.160084,81.101883,0.384078,7.309327,-2.412544
264.215515,-3.734932,2.686861,0.990558,-4.023211,-3.030411,0.983354,0.940598,0.200378,-0.274048,0.948563,0.198776,-0.246353,0.804125,0.866939,0.521142,0.284066,0.096479,0.250028,NULL,7.661922,50.190231,81.092674,0.472735,7.308049,-2.343347
264.237732,-3.734410,2.687752,0.991225,-4.023207,-3.030911,0.984502,0.943115,0.203339,-0.262985,0.949005,0.193039,-0.249207,0.810273,0.850795,0.521438,0.287983,0.095237,0.250124,NULL,7.668112,50.217278,81.083549,0.544123,7.291629,-2.295358
264.259949,-3.734267,2.688393,0.991364,-4.023061,-3.031261,0.984985,0.943085,0.204224,-0.262436,0.950775,0.191345,-0.243683,0.824992,0.851895,0.521189,0.288277,0.095028,0.252212,NULL,7.671931,50.226723,81.086601,0.601825,7.285605,-2.278332
264.282166,-3.733901,2.689392,0.991963,-4.022092,-3.033684,0.989365,0.943924,0.205429,-0.258423,0.950089,0.193161,-0.244949,0.798477,0.850826,0.520800,0.290031,0.097382,0.255416,NULL,7.679138,50.247429,81.075272,0.658193,7.290741,-2.287284
264.304382,-3.733643,2.689939,0.993163,-4.022016,-3.034050,0.989800,0.945374,0.206512,-0.252167,0.949799,0.195786,-0.244003,0.763196,0.824907,0.520800,0.293012,0.098392,0.255979,NULL,7.684164,50.250225,81.078209,0.686976,7.261331,-2.338977
264.326599,-3.733718,2.687874,0.995628,-4.024362,-3.036659,0.988252,0.940384,0.224426,-0.255508,0.949921,0.199692,-0.240326,0.802166,0.835310,0.527666,0.294288,0.101433,0.255463,NULL,7.694422,50.249443,81.085403,0.717831,7.320740,-2.363831
264.348816,-3.738285,2.664615,1.001920,-4.026546,-3.053667,1.003101,0.946640,0.260818,-0.189301,0.946976,0.238770,-0.214966,0.739072,0.828422,0.558736,0.319411,0.125188,0.273430,NULL,7.709139,50.244598,81.093185,0.779949,7.374220,-2.350822
264.371033,-3.739287,2.665541,1.002980,-4.025464,-3.054636,1.004250,0.933075,0.287079,-0.216644,0.949692,0.231995,-0.210358,0.729555,0.817495,0.565433,0.311136,0.124009,0.275992,NULL,7.709315,50.235519,81.080826,0.805757,7.332522,-2.340718
264.393250,-3.737767,2.672800,1.005183,-4.026015,-3.055475,1.004866,0.938950,0.277039,-0.203949,0.953751,0.238541,-0.182861,0.780064,0.824407,0.556736,0.317025,0.126513,0.284434,NULL,7.716437,50.222977,81.084587,0.830287,7.250218,-2.362900
264.415466,-3.737627,2.671892,1.006751,-4.025703,-3.056973,1.007379,0.938095,0.278885,-0.205353,0.952698,0.239853,-0.186615,0.786988,0.838465,0.558101,0.317894,0.127994,0.285167,NULL,7.711919,50.206963,81.087585,0.849286,7.199401,-2.432381
264.437683,-3.737270,2.670178,1.006644,-4.025296,-3.057962,1.009645,0.940598,0.271103,-0.204346,0.954834,0.236252,-0.180145,0.808925,0.844224,0.557223,0.318182,0.127729,0.288905,NULL,7.711184,50.186142,81.087601,0.895489,7.184518,-2.511618
264.459900,-3.737105,2.669701,1.007004,-4.025257,-3.058473,1.009645,0.940552,0.269806,-0.206238,0.954208,0.234940,-0.185120,0.791441,0.839875,0.557223,0.317931,0.127729,0.287443,NULL,7.714199,50.160347,81.084709,0.924063,7.231613,-2.580297
264.482117,-3.736713,2.647287,1.031271,-4.025186,-3.065068,1.034114,0.951141,0.276108,-0.138046,0.953140,0.269348,-0.137650,0.798661,0.841934,0.580897,0.359863,0.142662,0.319806,NULL,7.707479,50.131374,81.094711,0.906479,7.311608,-2.656095
264.504333,-3.737743,2.642609,1.045976,-4.023417,-3.070592,1.052651,0.940903,0.311462,-0.132904,0.953659,0.277222,-0.116852,0.813741,0.851001,0.597134,0.373646,0.149223,0.340617,NULL,7.703754,50.096947,81.098114,0.914808,7.380566,-2.684406
264.526550,-3.740993,2.644444,1.045520,-4.024402,-3.072691,1.049338,0.929749,0.355591,-0.095474,0.955139,0.272766,-0.115311,0.863399,0.908701,0.611434,0.382998,0.149507,0.338420,NULL,7.699122,50.089199,81.104019,0.894115,7.457555,-2.701525
264.548767,-3.740343,2.645663,1.045238,-4.023340,-3.074105,1.048550,0.923996,0.357452,-0.135818,0.956940,0.261429,-0.126129,0.889905,0.899805,0.608963,0.371173,0.147276,0.334849,NULL,7.689626,50.061241,81.113174,0.855751,7.550480,-2.741248
264.570984,-3.739774,2.645650,1.044876,-4.024483,-3.073476,1.047679,0.932602,0.342056,-0.115036,0.958466,0.260559,-0.115906,0.880388,0.916158,0.604625,0.377530,0.146596,0.337097,NULL,7.691341,50.011848,81.129257,0.852702,7.634136,-2.785940
264.593201,-3.739925,2.645447,1.045023,-4.024550,-3.074036,1.047902,0.932434,0.344849,-0.107849,0.955490,0.271042,-0.116455,0.940005,0.929372,0.605909,0.379873,0.150002,0.336901,NULL,7.697658,49.987320,81.131844,0.814913,7.689256,-2.858697
264.615417,-3.739664,2.645001,1.045218,-4.024789,-3.074933,1.048230,0.929520,0.352982,-0.106659,0.953140,0.279160,-0.116486,0.954463,0.927837,0.608963,0.380411,0.152995,0.336919,NULL,7.707735,49.956650,81.136375,0.784157,7.721986,-2.925709
